"name","title_ca","title_es","title_en","complementary description","field_definition","openness_score","license_title","date_published","organization_parent_name_ca","organization_name_ca","package_count","frequency","geolocation","token_required","historical","api","total_views","recent_views","total_downloads_by_ip","total_downloads_absolute","total_api_access_by_api","total_api_access_absolute","tags_list","fuente","url_tornada_ca","url_tornada_es","url_tornada_en","notes_ca","notes_es","notes_en","url_busqueda_ca","url_busqueda_es","url_busqueda_en","qpj","prj","application/x-7z-compressed","qml","txt","7z","xml","bdf","qgz","zip","wms","kml","geojson","json","wmts","dwg","ics","tif","csv","kmz","xlsx","rdf-linked","sbx","dgn","dat","dbase","gpkg","sbn","shp","application/vnd.ms-pki.seccat","rds","shx","html","cpg","rdf","xls","long_format","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"agenda-activitats-esportives","Agenda d'activitats esportives de la ciutat de Barcelona","Agenda de activitades deportivas de la ciudad de Barcelona","Agenda of  sport activities of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2014-10-01","Ciutat i serveis","Esport","5","DIARIA","Yes_with_map_view","No","No","No","1076","5","682","1138","59","61"," Agenda esportiva Esports","Ajuntament de Barcelona","http://esports.bcn.cat/ca/","http://esports.bcn.cat/es/","http://esports.bcn.cat/en/","Agenda de competicions, actes populars i altres esdeveniments esportius.","Agenda de competiciones, actos populares y otros acontecimientos deportivos. ","Agenda of contests, popular events and other sport events. ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-activitats-esportives","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=agenda-activitats-esportives","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=agenda-activitats-esportives","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"agenda-cultural","Agenda cultural de la ciutat de Barcelona","Agenda cultural de la ciudad de Barcelona","Cultural Agenda in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2015-11-19","Ciutat i serveis","Cultura i oci","37","DIARIA","Yes_with_map_view","No","No","No","1157","10","1052","2433","60","62"," Agenda Agenda cultural","Ajuntament de Barcelona","http://guia.barcelona.cat/agenda","http://guia.barcelona.cat/es/agenda/","http://guia.barcelona.cat/en/agenda/","Activitats culturals de la ciutat de Barcelona classificada per temàtiques.  ","Actividades culturales de la ciudad de Barcelona clasificadas por temáticas.","Cultural activities of the city of Barcelona classified by subject matters. ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-cultural","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=agenda-cultural","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=agenda-cultural","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"agenda-diaria","Agenda d'actes i activitats de la ciutat de Barcelona","Agenda de actos y actividades de la ciudad de Barcelona","Agenda of events and activities of the city of Barcelona ","S","S","3","Creative Commons Attribution 4.0","2012-12-03","Ciutat i serveis","Cultura i oci","37","DIARIA","Yes_with_map_view","No","No","No","1197","6","847","1242","64","68"," Actes Activitats Agenda","Ajuntament de Barcelona","http://guia.barcelona.cat/agenda","http://guia.barcelona.cat/es/agenda/","http://guia.barcelona.cat/en/agenda/","Agenda d'actes i activitats de la ciutat de Barcelona","Agenda de actos y actividades de la ciudad de Barcelona","Agenda of events and activities of the city of Barcelona ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-diaria","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=agenda-diaria","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=agenda-diaria","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"allotjaments-altres","Altres tipus d'allotjaments de la ciutat de Barcelona","Otros tipos de alojamiento de la ciudad de Barcelona","Another accomodations type of the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2020-07-14","Ciutat i serveis","Turisme","7","SETMANAL","Yes_with_map_view","No","No","No","888","7","721","1052","42","48"," Allotjament Altres allotjaments Plànol BCN","Ajuntament de Barcelona","https://w33.bcn.cat/planolBCN/ca/","https://w33.bcn.cat/PlanolBCN/es/","https://w33.bcn.cat/PlanolBCN/en/","Llistat de diferents tipus d'allotjaments de la ciutat de Barcelona entre els que s'inclou albergs, apartaments, col·legis majors, residències...","Listado de diferentes tipos de alojamiento de la ciudad de Barcelona entre los que se incluye albergues, apartamentos, colegios mayores, residencias ... ","List of different types of accommodation in the city of Barcelona, including hostels, apartments, colleges, residences ... ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=allotjaments-altres","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=allotjaments-altres","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=allotjaments-altres","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"allotjaments-hotels","Hotels de la ciutat de Barcelona","Hoteles de la ciudad de Barcelona","Hotels in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2020-07-14","Ciutat i serveis","Turisme","7","SETMANAL","Yes_with_map_view","No","No","No","835","17","750","1151","39","45"," Allotjament Hotels Plànol BCN","Ajuntament de Barcelona","https://w33.bcn.cat/planolBCN/ca/","https://w33.bcn.cat/planolBCN/es/","https://w33.bcn.cat/planolBCN/en/","Llistat dels hotels de la ciutat de Barcelona","Listado de los hoteles de la ciudad de Barcelona","List of hotels in the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=allotjaments-hotels","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=allotjaments-hotels","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=allotjaments-hotels","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"allotjaments-pensions","Pensions de la ciutat de Barcelona","Pensiones de la ciudad de Barcelona","Lodgings in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2020-07-14","Ciutat i serveis","Turisme","7","SETMANAL","Yes_with_map_view","No","No","No","370","11","494","730","41","46"," Allotjament Pensions Plànol BCN","Ajuntament de Barcelona","https://w33.bcn.cat/planolBCN/ca/","https://w33.bcn.cat/planolBCN/es/","https://w33.bcn.cat/planolBCN/en/","Llista de les pensions de la ciutat de Barcelona","Lista de las pensiones de la ciudad de Barcelona","List of lodgings in the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=allotjaments-pensions","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=allotjaments-pensions","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=allotjaments-pensions","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"ampliacio-voreres-bici-bcn","Ampliació de voreres de la ciutat de Barcelona","Ampliación de aceras de la ciudad de Barcelona","Sidewalks ampliation in the city of Barcelona","N","N","3","Creative Commons Attribution 4.0","2020-05-11","Ciutat i serveis","Transport","65","SETMANAL","Yes_with_map_view","No","Yes","No","521","12","1590","1791","0","0"," Any 2020 Any 2021 Bicicletes Voreres","Planificació de Mobilitat","http://ajuntament.barcelona.cat/bicicleta/ca/","http://ajuntament.barcelona.cat/bicicleta/es/","http://ajuntament.barcelona.cat/bicicleta/en/","Ampliació de voreres de la ciutat de Barcelona","Ampliación de aceras de la ciudad de Barcelona","Sidewalks ampliation in the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ampliacio-voreres-bici-bcn","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ampliacio-voreres-bici-bcn","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ampliacio-voreres-bici-bcn","N","S","N","N","N","N","N","N","N","S","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","S","N","N","S","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S"
"aparcaments-bcn","Aparcaments a la ciutat de Barcelona","Aparcamientos en la ciudad de Barcelona","Car parks in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2015-11-27","Ciutat i serveis","Transport","65","SETMANAL","Yes_with_map_view","No","No","No","1477","7","1121","1512","16","19"," Aparcaments Plànol BCN","Ajuntament de Barcelona","https://w33.bcn.cat/planolBCN/ca/","https://w33.bcn.cat/planolBCN/es/","https://w33.bcn.cat/planolBCN/en/","Aparcaments a la ciutat de Barcelona ","Aparcamientos en la ciudad de Barcelona ","Car parks in the city of Barcelona ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aparcaments-bcn","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=aparcaments-bcn","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=aparcaments-bcn","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"aparcaments-servei-bicis","Aparcaments amb servei per a bicis a la ciutat de Barcelona","Aparcamientos con servicio para bicis en la ciudad de Barcelona","Parking service for bikes in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2015-11-17","Ciutat i serveis","Transport","65","SETMANAL","Yes_with_map_view","No","No","No","790","11","654","812","15","16"," Aparcaments Bicicletes Plànol BCN Serveis bicis Transports","Ajuntament de Barcelona","https://w33.bcn.cat/planolBCN/ca/","https://w33.bcn.cat/planolBCN/es/","https://w33.bcn.cat/planolBCN/en/","Aparcaments amb servei per bicis a la ciutat de Barcelona. ","Aparcamientos con servicio para bicis en la ciudad de Barcelona.  ","Parking service for bikes in the city of Barcelona.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aparcaments-servei-bicis","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=aparcaments-servei-bicis","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=aparcaments-servei-bicis","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"aparcaments-sota-superficie","Inventari d'aparcaments sota superfície de la xarxa B:SM a la ciutat de Barcelona","Inventario de aparcamientos bajo superficie de la red B:SM en la ciudad de Barcelona","Off-street parking inventory of the B:SM network in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2018-07-26","Ciutat i serveis","Transport","65","IMMEDIATA","Yes_no_map_view","No","No","No","1368","10","981","1348","5","5"," Aparcaments BSM","Barcelona de Serveis Municipals","http://www.aparcamentsbsm.cat/","http://www.aparcamentsbsm.cat/es/","http://www.aparcamentsbsm.cat/en/","Inventari d'aparcaments  de rotació de la xarxa de B:SM (Barcelona de Serveis Municipals) a la ciutat de Barcelona.","Inventario de aparcamientos de rotación de la red de B:SM (Barcelona de Serveis Municipals) en la ciudad de Barcelona.","Off-street B:SM (Barcelona de Serveis Municipals) parking inventory in the city of Barcelona.","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aparcaments-sota-superficie","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=aparcaments-sota-superficie","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=aparcaments-sota-superficie","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"arbrat-parcs","Arbrat dels parcs de la ciutat de Barcelona","Arbolado de los parques de la ciudad de Barcelona","Trees in the parks of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2021-03-23","Ciutat i serveis","Medi ambient","38","SETMANAL","Yes_with_map_view","No","Yes","No","650","26","886","1117","6","6"," Any 2021 Arbrat Arbrat parcs Arbrat viari Arbrat zona Arbres Vegetació","Ecologia, Urbanisme i Mobilitat","http://ajuntament.barcelona.cat/ecologiaurbana/ca/serveis/la-ciutat-funciona/gestio-del-territori/coordinacio-d-actuacions-de-millora-de-l-espai-public/gestio-de-larbrat","http://ajuntament.barcelona.cat/ecologiaurbana/es/servicios/la-ciudad-funciona/mantenimiento-del-espacio-publico/gestion-del-verde-y-biodiversidad/gestion-del-arbolado","http://ajuntament.barcelona.cat/ecologiaurbana/en/services/the-city-works/urban-management/coordinating-improvement-measures-in-public-areas/management-of-trees","L'arbrat de parcs de la ciutat de Barcelona està constituït per els arbres situats dins dels espais verds. Aporta beneficis a la ciutat i la ciutadania com ara la protecció contra el soroll, l'absorció de CO2, l'ombra i també té una funció ornamental.       Aquest dataset és complementari del d'[__Arbrat viari de la ciutat de Barcelona__](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/arbrat-viari) i del d'[__Arbrat de zona de la ciutat de Barcelona__](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/arbrat-zona).","El arbolado de parques de la ciudad de Barcelona está constituido por los árboles situados dentro de los espacios verdes. Aporta beneficios a la ciudad y la ciudadanía como la protección contra el ruido, la absorción de CO2, la sombra y también tiene una función ornamental.     Este dataset es complementario del de [__Arbolado viario de la ciudad de Barcelona__](https://opendata-ajuntament.barcelona.cat/data/es/dataset/arbrat-viari) y del de [__Arbolado de zona de la ciudad de Barcelona__](https://opendata-ajuntament.barcelona.cat/data/es/dataset/arbrat-zona).  ","The trees in the parks of the city of Barcelona are made up of the trees located within the green spaces. It provides benefits to the city and citizens such as protection against noise, CO2 absorption, shade and also has an ornamental function.      This dataset complemens of [__Street trees of the city of Barcelona__](https://opendata-ajuntament.barcelona.cat/data/en/dataset/arbrat-viari) and [__Zone trees of the city of Barcelona__](https://opendata-ajuntament.barcelona.cat/data/en/dataset/arbrat-zona).  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=arbrat-parcs","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=arbrat-parcs","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=arbrat-parcs","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S"
